CreditScore,Age,Tenure,HasCrCard,IsActiveMember,EstimatedSalary,Churned,Geography_France,Geography_Germany,Geography_Spain,Gender_Female,Gender_Male,Total_Products_More Than 2 Products,Total_Products_One product,Total_Products_Two Products,Account_Balance_More Than zero Balance,Account_Balance_Zero Balance
744,3.713572066704308,2,1,0,197548.63,0,False,True,False,True,False,False,True,False,True,False
595,3.1354942159291497,10,0,0,37042.8,0,False,False,True,True,False,False,False,True,True,False
724,3.4965075614664802,5,1,0,121085.72,0,False,True,False,False,True,False,False,True,True,False
533,3.9512437185814275,7,0,1,194113.99,1,False,False,True,True,False,False,True,False,False,True
618,3.6109179126442243,2,0,1,101273.23,0,True,False,False,False,True,False,False,True,True,False
523,3.6635616461296463,1,1,1,118711.75,1,False,True,False,True,False,False,True,False,True,False
642,3.4011973816621555,5,1,0,582.53,0,False,True,False,True,False,False,True,False,True,False
584,3.5553480614894135,9,1,0,192381.21,0,True,False,False,False,True,False,False,True,False,True
521,3.6375861597263857,5,0,1,136507.69,1,True,False,False,False,True,False,True,False,True,False
662,3.58351893845611,4,1,0,138871.12,1,True,False,False,True,False,False,False,True,True,False
758,3.5263605246161616,1,1,1,60728.89,0,True,False,False,True,False,False,True,False,True,False
717,3.6375861597263857,7,0,0,189175.71,0,True,False,False,False,True,False,True,False,True,False
611,3.6888794541139363,1,1,1,102547.56,0,True,False,False,False,True,False,False,True,False,True
766,3.7612001156935624,6,1,1,36706.56,0,False,True,False,False,True,False,False,True,True,False
636,3.5263605246161616,3,1,1,44756.25,0,True,False,False,True,False,False,False,True,False,True
814,3.871201010907891,7,1,1,132870.15,0,True,False,False,True,False,False,False,True,False,True
760,3.332204510175204,1,0,0,16287.38,0,False,False,True,False,True,False,False,True,True,False
607,3.6635616461296463,2,1,1,121945.42,0,False,True,False,False,True,False,False,True,True,False
725,3.58351893845611,4,0,0,131173.9,1,False,False,True,True,False,False,True,False,True,False
600,3.6109179126442243,1,0,1,88669.89,0,True,False,False,False,True,False,True,False,True,False
656,3.295836866004329,4,1,1,160835.3,0,False,True,False,False,True,False,False,True,True,False
640,3.5263605246161616,1,0,0,24761.36,0,False,False,True,False,True,False,True,False,True,False
439,3.332204510175204,7,1,0,138526.96,0,True,False,False,False,True,False,False,True,True,False
549,3.6375861597263857,8,0,0,157442.75,0,True,False,False,True,False,False,True,False,True,False
622,3.6375861597263857,5,0,0,105295.77,0,True,False,False,False,True,False,False,True,False,True
715,3.5263605246161616,4,0,0,97782.92,0,True,False,False,False,True,False,True,False,True,False
657,3.713572066704308,5,1,1,68255.88,0,True,False,False,True,False,False,True,False,True,False
703,3.58351893845611,2,1,0,108790.95,0,True,False,False,False,True,False,False,True,False,True
802,3.4965075614664802,8,1,0,143706.18,0,True,False,False,False,True,False,False,True,False,True
793,3.58351893845611,0,0,0,148993.47,0,False,False,True,True,False,False,True,False,False,True
554,3.5553480614894135,6,0,0,95277.15,1,True,False,False,True,False,False,False,True,True,False
533,3.6375861597263857,1,0,1,152956.33,0,False,False,True,False,True,False,False,True,True,False
658,3.58351893845611,8,1,1,94925.62,0,True,False,False,False,True,False,True,False,True,False
713,3.6888794541139363,3,1,1,87308.18,0,False,True,False,False,True,False,False,True,True,False
711,3.6109179126442243,2,1,0,83978.86,1,False,False,True,False,True,False,False,True,False,True
669,3.2188758248682006,1,0,0,37543.93,1,True,False,False,False,True,False,True,False,True,False
439,3.7612001156935624,8,0,1,104889.3,0,True,False,False,True,False,False,True,False,False,True
763,3.6109179126442243,6,1,1,149705.25,0,False,False,True,True,False,False,False,True,False,True
697,4.30406509320417,3,1,1,16445.79,0,False,True,False,True,False,False,False,True,True,False
702,3.5553480614894135,8,1,0,54689.16,0,False,False,True,True,False,False,False,True,True,False
686,3.713572066704308,7,0,1,194913.86,0,False,False,True,False,True,False,True,False,True,False
629,3.58351893845611,1,1,1,146371.72,0,False,False,True,False,True,False,False,True,True,False
823,3.6375861597263857,1,1,0,156603.7,0,True,False,False,False,True,False,False,True,False,True
683,3.5553480614894135,5,0,1,182566.76,0,False,True,False,True,False,False,True,False,True,False
555,3.6109179126442243,9,1,0,60194.05,0,True,False,False,False,True,False,True,False,True,False
647,3.784189633918261,4,1,0,36579.53,1,False,True,False,False,True,False,True,False,True,False
714,3.9318256327243257,4,0,0,5862.53,1,True,False,False,True,False,True,False,False,True,False
850,3.6635616461296463,10,1,1,143030.09,0,False,False,True,True,False,False,False,True,False,True
713,4.07753744390572,3,1,1,62700.08,0,True,False,False,True,False,False,False,True,False,True
452,3.4011973816621555,7,1,1,99017.34,0,True,False,False,False,True,False,True,False,True,False
683,3.1780538303479458,8,1,0,187987.01,0,False,False,True,True,False,False,True,False,True,False
577,3.258096538021482,1,0,0,123454.62,0,True,False,False,True,False,False,True,False,True,False
552,3.4965075614664802,5,0,1,10921.5,0,True,False,False,False,True,False,True,False,True,False
769,3.4339872044851463,7,1,0,53817.23,0,False,True,False,True,False,False,False,True,True,False
691,3.6375861597263857,7,0,0,81617.4,0,True,False,False,False,True,False,False,True,False,True
818,3.8918202981106265,2,0,1,192298.84,1,True,False,False,True,False,False,True,False,False,True
739,3.713572066704308,5,0,0,143882.25,0,True,False,False,False,True,False,False,True,False,True
639,3.912023005428146,6,1,1,53130.41,0,True,False,False,True,False,False,False,True,True,False
651,4.174387269895637,0,1,1,190454.04,0,True,False,False,True,False,False,False,True,False,True
779,3.258096538021482,0,0,1,111906.0,0,True,False,False,True,False,False,False,True,False,True
850,3.4965075614664802,7,1,0,113177.95,0,False,True,False,True,False,False,True,False,True,False
829,3.6375861597263857,9,1,0,30529.88,0,True,False,False,False,True,False,False,True,False,True
579,3.4339872044851463,2,1,1,18800.13,0,False,True,False,False,True,False,False,True,True,False
510,3.4657359027997265,9,1,1,46127.7,0,True,False,False,False,True,False,True,False,True,False
531,3.367295829986474,3,0,0,75585.48,0,True,False,False,False,True,False,True,False,True,False
628,3.58351893845611,3,1,0,63085.94,0,False,True,False,True,False,False,True,False,True,False
633,3.4657359027997265,5,1,1,74415.2,0,False,False,True,False,True,False,False,True,True,False
714,3.8066624897703196,8,0,1,139889.15,0,False,False,True,False,True,False,False,True,True,False
604,3.1354942159291497,9,1,1,7267.25,0,False,False,True,False,True,False,True,False,True,False
630,3.5553480614894135,1,0,0,186826.22,0,False,False,True,False,True,False,False,True,False,True
850,3.4339872044851463,4,1,1,162149.07,0,False,False,True,True,False,False,True,False,True,False
788,4.04305126783455,8,1,1,180150.49,1,False,True,False,True,False,False,True,False,True,False
798,3.6109179126442243,4,1,1,83478.12,0,True,False,False,True,False,False,True,False,True,False
770,3.8066624897703196,4,1,0,26163.74,1,False,True,False,False,True,False,True,False,True,False
569,3.2188758248682006,9,1,1,44381.06,0,False,True,False,False,True,False,False,True,True,False
425,3.091042453358316,7,0,1,136365.0,1,False,False,True,True,False,False,False,True,True,False
547,3.4339872044851463,9,0,0,99294.22,0,False,False,True,True,False,False,False,True,False,True
725,3.8066624897703196,8,0,0,173464.43,1,False,True,False,False,True,False,True,False,True,False
506,3.6109179126442243,5,1,1,127543.81,0,True,False,False,False,True,False,False,True,False,True
632,3.58351893845611,7,1,1,52526.65,0,True,False,False,True,False,False,False,True,False,True
620,3.091042453358316,0,1,0,32589.45,0,True,False,False,False,True,False,True,False,False,True
663,3.4657359027997265,8,1,0,47161.25,1,False,True,False,False,True,False,True,False,True,False
700,3.828641396489095,5,0,1,45424.13,0,False,False,True,True,False,False,False,True,True,False
696,3.6375861597263857,6,1,1,8018.49,0,False,True,False,False,True,False,True,False,True,False
767,3.4339872044851463,6,1,1,195668.0,0,False,False,True,False,True,False,False,True,False,True
561,4.02535169073515,7,1,0,133167.11,1,True,False,False,False,True,False,False,True,True,False
350,3.6635616461296463,0,0,0,123602.11,1,False,True,False,False,True,False,False,True,True,False
706,3.9889840465642745,9,1,1,186238.85,0,True,False,False,False,True,False,True,False,True,False
464,3.5263605246161616,5,1,1,158668.87,0,False,False,True,True,False,False,True,False,True,False
501,3.5263605246161616,3,1,0,9249.36,0,True,False,False,True,False,False,True,False,True,False
745,3.5553480614894135,8,1,1,116581.1,0,False,False,True,True,False,False,False,True,False,True
587,3.58351893845611,1,1,0,44688.08,0,True,False,False,True,False,False,False,True,True,False
667,3.871201010907891,2,1,1,148608.39,0,True,False,False,True,False,False,False,True,False,True
737,3.58351893845611,9,0,1,188670.9,1,True,False,False,False,True,False,True,False,False,True
485,3.4011973816621555,7,1,0,107067.37,0,False,False,True,True,False,False,True,False,False,True
590,3.6109179126442243,0,0,1,61759.33,1,False,False,True,True,False,False,True,False,True,False
518,3.5553480614894135,8,0,1,192776.64,0,False,True,False,True,False,False,True,False,True,False
581,3.367295829986474,8,1,0,46735.19,0,False,False,True,True,False,False,False,True,False,True
785,3.4965075614664802,5,1,1,169117.74,0,False,True,False,True,False,False,False,True,True,False
799,3.9512437185814275,4,1,1,89081.41,0,True,False,False,True,False,False,True,False,True,False
698,3.6375861597263857,10,1,1,105227.86,0,False,False,True,False,True,False,True,False,True,False
730,3.713572066704308,4,1,0,128246.81,0,True,False,False,True,False,False,True,False,True,False
740,3.58351893845611,4,0,0,94554.74,1,False,True,False,True,False,False,True,False,True,False
785,3.8501476017100584,9,1,1,33823.5,1,True,False,False,True,False,False,True,False,True,False
527,3.367295829986474,2,1,0,97468.44,1,False,False,True,True,False,False,True,False,True,False
544,3.367295829986474,1,1,1,164137.36,0,True,False,False,True,False,False,True,False,True,False
705,4.110873864173311,4,1,1,191313.7,0,True,False,False,False,True,False,False,True,False,True
684,3.5263605246161616,9,1,1,65257.57,0,True,False,False,False,True,False,False,True,False,True
639,3.332204510175204,8,1,1,178222.77,0,False,False,True,True,False,False,True,False,True,False
565,3.6375861597263857,2,1,1,179445.28,0,False,True,False,True,False,False,False,True,True,False
481,3.784189633918261,9,1,0,65500.53,1,True,False,False,False,True,False,True,False,True,False
731,3.2188758248682006,8,1,0,97877.92,0,False,False,True,False,True,False,True,False,True,False
607,3.8066624897703196,7,0,1,113051.57,0,True,False,False,False,True,False,True,False,True,False
760,3.4657359027997265,7,1,1,105969.05,0,True,False,False,True,False,False,False,True,False,True
559,4.248495242049359,9,1,1,122996.76,0,True,False,False,True,False,False,True,False,False,True
715,3.4965075614664802,3,1,1,68087.15,0,True,False,False,True,False,False,True,False,True,False
656,3.58351893845611,8,0,1,21478.36,0,True,False,False,False,True,False,False,True,True,False
652,3.4965075614664802,7,1,0,158437.73,0,False,True,False,False,True,False,True,False,True,False
624,3.4965075614664802,6,0,0,76551.7,0,False,False,True,False,True,False,False,True,False,True
634,3.58351893845611,2,1,0,15887.68,0,False,False,True,False,True,False,True,False,True,False
850,3.912023005428146,10,1,1,33741.84,0,False,False,True,True,False,False,False,True,False,True
659,3.6635616461296463,1,1,0,20652.69,0,False,True,False,True,False,False,True,False,True,False
529,3.5553480614894135,5,1,1,112781.5,0,False,False,True,False,True,False,True,False,True,False
572,3.4339872044851463,5,0,1,119996.95,0,False,False,True,False,True,False,True,False,True,False
640,3.6635616461296463,9,0,1,6981.43,1,False,True,False,False,True,True,False,False,True,False
770,4.007333185232471,9,1,0,185211.28,1,False,False,True,False,True,False,False,True,True,False
648,3.5553480614894135,7,1,1,78436.36,0,False,False,True,False,True,False,False,True,False,True
579,3.4339872044851463,9,0,1,139048.0,0,True,False,False,False,True,False,True,False,False,True
589,3.58351893845611,9,1,0,136329.96,0,False,True,False,True,False,False,False,True,True,False
530,3.58351893845611,2,1,1,14721.8,0,False,False,True,True,False,False,False,True,False,True
831,3.4011973816621555,2,0,1,3430.38,0,True,False,False,False,True,False,False,True,False,True
790,3.1780538303479458,7,0,1,160450.21,0,False,True,False,False,True,False,True,False,True,False
656,3.5553480614894135,6,1,0,1485.27,0,True,False,False,False,True,False,False,True,False,True
563,3.4657359027997265,6,1,1,19720.08,0,False,False,True,False,True,False,False,True,False,True
667,3.6635616461296463,7,1,1,41183.02,0,False,False,True,False,True,False,True,False,True,False
613,3.5263605246161616,8,1,0,139410.08,0,False,False,True,False,True,False,True,False,True,False
429,4.0943445622221,7,1,1,163691.48,0,True,False,False,False,True,False,False,True,False,True
665,3.1354942159291497,9,1,1,115147.33,0,True,False,False,True,False,False,True,False,True,False
731,3.4965075614664802,4,1,1,74945.11,0,True,False,False,False,True,False,False,True,False,True
584,3.6109179126442243,1,1,1,180363.56,0,True,False,False,True,False,False,False,True,False,True
634,3.4339872044851463,8,0,0,196021.73,0,False,True,False,True,False,False,True,False,True,False
488,3.5263605246161616,3,1,1,125979.36,0,True,False,False,False,True,False,False,True,False,True
535,3.8918202981106265,7,1,0,111421.77,0,False,False,True,True,False,False,True,False,True,False
776,3.367295829986474,7,1,1,115818.51,0,True,False,False,True,False,False,False,True,True,False
850,3.6375861597263857,3,0,1,179360.76,0,False,False,True,True,False,False,False,True,False,True
673,3.6109179126442243,0,0,0,82351.06,0,False,False,True,True,False,False,False,True,False,True
850,3.8066624897703196,5,1,1,192744.23,1,False,True,False,True,False,False,True,False,True,False
627,3.4011973816621555,6,1,1,113408.47,0,False,False,True,True,False,False,True,False,False,True
570,3.4965075614664802,8,1,1,124641.42,0,True,False,False,True,False,False,True,False,False,True
796,4.204692619390966,5,0,1,54871.02,0,False,False,True,False,True,False,False,True,False,True
773,3.4965075614664802,10,1,1,98820.09,0,False,False,True,True,False,False,True,False,False,True
752,3.58351893845611,2,1,1,45570.84,0,False,False,True,False,True,False,False,True,False,True
625,4.23410650459726,1,1,1,182336.45,0,False,False,True,True,False,False,True,False,True,False
535,2.995732273553991,9,1,1,118825.56,0,False,True,False,False,True,False,True,False,True,False
786,3.367295829986474,4,1,0,103372.79,0,True,False,False,True,False,False,False,True,False,True
620,4.204692619390966,3,1,1,43486.73,0,True,False,False,True,False,False,False,True,False,True
605,3.871201010907891,6,1,1,40062.99,0,False,False,True,True,False,False,False,True,False,True
670,3.4657359027997265,3,1,0,46175.7,0,False,False,True,True,False,False,False,True,False,True
617,3.7376696182833684,0,1,1,120830.73,0,False,False,True,False,True,False,True,False,True,False
595,3.713572066704308,9,1,0,5967.09,0,True,False,False,False,True,False,False,True,False,True
687,3.367295829986474,4,1,0,122134.56,1,False,True,False,True,False,False,True,False,True,False
757,3.4011973816621555,6,1,1,62972.13,0,False,True,False,False,True,False,False,True,True,False
746,3.4339872044851463,2,1,1,174815.54,0,False,False,True,False,True,False,True,False,True,False
503,3.2188758248682006,7,0,1,192841.13,0,False,False,True,False,True,False,True,False,False,True
543,3.871201010907891,1,0,0,33310.72,1,False,True,False,False,True,False,True,False,True,False
428,3.6888794541139363,3,1,0,72876.43,1,False,True,False,True,False,False,False,True,True,False
768,3.332204510175204,3,0,1,50911.41,0,True,False,False,True,False,False,False,True,True,False
618,4.02535169073515,7,1,1,142400.27,1,True,False,False,False,True,False,True,False,False,True
591,3.4339872044851463,7,0,1,48778.46,0,True,False,False,True,False,False,False,True,False,True
658,3.5553480614894135,5,0,0,156361.58,1,True,False,False,True,False,False,True,False,True,False
625,3.58351893845611,9,1,0,133807.77,1,True,False,False,False,True,True,False,False,True,False
717,3.58351893845611,2,1,0,179128.69,1,True,False,False,False,True,False,True,False,True,False
667,3.784189633918261,8,1,1,91810.71,0,True,False,False,False,True,False,True,False,True,False
804,3.1780538303479458,3,1,0,173195.33,0,True,False,False,False,True,False,False,True,False,True
693,3.4339872044851463,1,0,1,182270.88,0,True,False,False,False,True,False,False,True,False,True
729,3.58351893845611,8,1,0,177130.33,0,False,True,False,False,True,False,False,True,True,False
484,3.9889840465642745,3,0,0,49954.79,1,False,True,False,False,True,False,True,False,True,False
632,3.6888794541139363,3,1,0,141896.74,0,False,False,True,True,False,False,True,False,True,False
536,3.1354942159291497,6,1,0,120661.71,0,False,True,False,False,True,False,False,True,True,False
573,3.258096538021482,4,0,0,149814.68,1,True,False,False,True,False,False,True,False,True,False
655,4.02535169073515,5,1,1,41782.7,0,False,False,True,True,False,False,False,True,False,True
666,4.30406509320417,7,1,1,46172.47,0,False,True,False,False,True,False,True,False,True,False
726,3.4011973816621555,5,1,0,2704.09,0,False,True,False,False,True,False,False,True,True,False
523,3.6635616461296463,3,1,0,6726.53,0,True,False,False,False,True,False,False,True,False,True
728,3.4965075614664802,9,1,0,170764.08,0,False,True,False,True,False,False,False,True,True,False
701,3.4011973816621555,3,1,0,45742.42,0,True,False,False,False,True,False,False,True,True,False
518,3.6375861597263857,3,0,1,162304.59,0,True,False,False,False,True,False,True,False,True,False
739,3.6109179126442243,7,0,1,80883.82,0,True,False,False,False,True,False,True,False,True,False
531,3.4339872044851463,7,1,0,118508.09,1,False,True,False,True,False,False,True,False,True,False
452,3.784189633918261,3,1,0,69697.74,0,False,False,True,False,True,False,True,False,True,False
684,3.8066624897703196,6,1,0,183575.01,0,True,False,False,False,True,False,True,False,True,False
728,3.6635616461296463,6,0,0,161203.6,0,False,True,False,False,True,False,True,False,True,False
783,3.6635616461296463,9,1,0,143752.77,0,False,False,True,False,True,False,False,True,False,True
734,3.091042453358316,5,0,0,121894.31,1,True,False,False,False,True,False,True,False,True,False
648,3.5263605246161616,3,1,1,147055.87,0,False,True,False,False,True,False,False,True,True,False
688,3.9512437185814275,1,1,1,172033.57,0,True,False,False,False,True,False,False,True,False,True
680,3.5553480614894135,9,0,0,143774.06,0,False,False,True,False,True,False,False,True,False,True
516,3.7612001156935624,2,1,1,139366.58,0,True,False,False,True,False,False,False,True,True,False
680,3.6109179126442243,10,1,0,81776.84,1,True,False,False,True,False,False,True,False,True,False
604,3.970291913552122,8,1,0,190998.96,1,True,False,False,False,True,False,True,False,True,False
624,3.295836866004329,9,0,1,4470.52,0,False,True,False,False,True,False,False,True,True,False
623,3.044522437723423,10,0,1,135851.3,0,True,False,False,False,True,False,False,True,False,True
624,3.9318256327243257,5,1,1,172372.63,0,False,False,True,False,True,False,False,True,True,False
565,4.060443010546419,3,0,1,135875.51,1,False,True,False,True,False,True,False,False,True,False
565,4.007333185232471,4,1,1,128124.7,1,True,False,False,False,True,False,False,True,True,False
710,3.9889840465642745,6,1,1,167023.95,1,True,False,False,False,True,False,True,False,True,False
645,3.7376696182833684,6,0,0,149807.01,0,True,False,False,False,True,False,True,False,False,True
707,3.4965075614664802,8,1,0,54290.62,0,True,False,False,False,True,False,True,False,True,False
655,3.58351893845611,1,1,0,86013.96,0,False,False,True,True,False,False,True,False,True,False
705,3.1780538303479458,5,0,0,79886.06,0,False,False,True,True,False,False,False,True,True,False
358,3.9512437185814275,8,1,0,141959.11,1,False,False,True,True,False,True,False,False,True,False
578,3.5263605246161616,8,1,0,66680.77,0,False,True,False,False,True,False,False,True,True,False
800,3.6888794541139363,5,1,0,98640.15,1,True,False,False,True,False,False,True,False,True,False
612,3.4965075614664802,9,0,0,142797.5,1,True,False,False,True,False,False,True,False,False,True
681,3.871201010907891,8,1,1,163581.67,0,False,True,False,True,False,False,True,False,True,False
559,3.2188758248682006,5,1,1,163221.22,0,False,False,True,False,True,False,False,True,False,True
488,3.6635616461296463,9,0,0,12440.44,0,False,False,True,True,False,False,True,False,True,False
717,3.58351893845611,5,1,1,145551.6,0,True,False,False,True,False,False,False,True,False,True
666,3.713572066704308,10,1,0,50908.48,0,True,False,False,True,False,False,True,False,True,False
582,3.258096538021482,4,1,0,30149.21,0,False,False,True,False,True,False,False,True,True,False
733,3.4011973816621555,0,0,0,57769.2,0,False,False,True,True,False,False,True,False,True,False
693,3.713572066704308,4,0,0,156381.47,0,True,False,False,False,True,False,False,True,False,True
694,3.4965075614664802,4,1,0,178123.86,0,True,False,False,True,False,False,False,True,True,False
622,3.5553480614894135,5,1,0,51112.8,0,True,False,False,True,False,False,False,True,False,True
598,3.6375861597263857,6,0,0,173783.38,0,False,False,True,True,False,False,False,True,False,True
717,3.5553480614894135,1,0,0,174770.14,1,False,False,True,False,True,True,False,False,False,True
494,3.6109179126442243,5,1,0,172063.09,0,False,True,False,False,True,False,False,True,True,False
644,3.4965075614664802,8,1,1,155294.17,0,True,False,False,False,True,False,False,True,False,True
554,3.4011973816621555,9,1,1,40320.3,0,True,False,False,True,False,False,False,True,False,True
476,4.23410650459726,1,0,1,134260.34,0,False,False,True,True,False,False,True,False,True,False
667,3.332204510175204,6,1,0,147090.9,0,True,False,False,False,True,False,True,False,True,False
748,3.6888794541139363,4,1,0,132368.47,0,False,False,True,True,False,False,False,True,False,True
531,3.8066624897703196,1,1,1,164741.5,0,False,False,True,True,False,False,False,True,True,False
719,3.8501476017100584,9,1,0,63051.32,1,False,False,True,True,False,False,True,False,True,False
845,3.713572066704308,2,0,0,199761.29,0,False,True,False,True,False,False,False,True,True,False
738,3.9889840465642745,4,0,1,55725.04,1,True,False,False,False,True,False,True,False,False,True
563,3.828641396489095,8,1,0,163145.5,1,False,False,True,True,False,False,True,False,True,False
695,3.332204510175204,0,1,1,57992.49,0,False,False,True,False,True,False,True,False,True,False
841,3.713572066704308,1,0,1,193093.77,0,False,False,True,False,True,False,False,True,False,True
626,3.58351893845611,2,1,1,57531.14,0,False,True,False,False,True,False,False,True,True,False
613,3.367295829986474,6,1,1,77242.19,0,True,False,False,True,False,False,False,True,True,False
824,4.0943445622221,8,0,0,153046.16,1,False,True,False,False,True,True,False,False,True,False
705,3.8918202981106265,7,1,0,63405.2,1,True,False,False,True,False,False,True,False,False,True
584,3.784189633918261,5,1,1,106564.88,0,True,False,False,True,False,False,False,True,True,False
534,4.127134385045092,2,0,0,42763.12,1,True,False,False,False,True,False,False,True,False,True
672,3.5263605246161616,1,1,1,168753.34,0,True,False,False,True,False,False,False,True,True,False
603,3.7612001156935624,5,1,1,19483.35,0,True,False,False,False,True,False,True,False,True,False
633,3.7612001156935624,3,1,1,158646.46,0,False,True,False,False,True,False,True,False,True,False
842,4.060443010546419,1,1,1,83172.19,0,True,False,False,False,True,False,True,False,True,False
661,3.295836866004329,3,1,1,76889.79,0,True,False,False,True,False,False,False,True,False,True
601,4.30406509320417,2,0,1,51554.58,0,True,False,False,False,True,False,False,True,False,True
632,3.713572066704308,0,0,1,105570.39,0,True,False,False,False,True,False,True,False,True,False
684,3.367295829986474,8,0,1,79495.01,0,False,True,False,False,True,False,True,False,True,False
785,3.4657359027997265,3,0,1,52583.79,1,False,True,False,True,False,False,False,True,True,False
687,3.6635616461296463,7,1,0,26848.25,0,True,False,False,False,True,False,False,True,False,True
705,3.7612001156935624,10,0,1,10072.55,1,False,True,False,True,False,False,True,False,True,False
639,3.7612001156935624,6,1,0,187296.78,0,True,False,False,False,True,False,False,True,True,False
729,3.828641396489095,5,1,0,104016.61,1,False,True,False,False,True,False,True,False,True,False
556,3.871201010907891,8,1,1,151310.16,0,False,False,True,True,False,False,True,False,True,False
570,3.4657359027997265,9,0,1,62810.91,0,True,False,False,False,True,False,False,True,True,False
841,4.30406509320417,9,0,1,60830.38,0,True,False,False,False,True,False,True,False,True,False
705,3.5553480614894135,4,1,0,116672.02,0,False,True,False,False,True,False,False,True,True,False
553,3.4657359027997265,3,1,0,77304.49,0,True,False,False,False,True,False,True,False,True,False
779,3.6888794541139363,2,1,1,52894.01,0,False,True,False,True,False,False,True,False,True,False
696,3.332204510175204,4,1,1,116471.43,0,True,False,False,False,True,False,True,False,True,False
728,3.6109179126442243,4,0,0,4539.38,0,False,False,True,True,False,False,True,False,False,True
691,3.295836866004329,3,1,0,142367.72,0,False,True,False,False,True,False,False,True,True,False
706,3.4011973816621555,3,1,1,110520.48,0,True,False,False,False,True,False,True,False,True,False
627,3.4011973816621555,6,1,0,188258.49,0,False,True,False,True,False,False,True,False,True,False
716,2.8903717578961645,3,0,0,197322.13,0,False,True,False,True,False,False,True,False,True,False
501,3.1780538303479458,4,1,0,80241.14,0,False,True,False,False,True,False,False,True,True,False
601,3.713572066704308,1,0,1,172814.99,0,True,False,False,False,True,False,True,False,True,False
545,3.6635616461296463,6,0,0,38410.74,1,False,False,True,True,False,False,True,False,False,True
634,3.8066624897703196,9,0,0,17622.82,0,True,False,False,False,True,False,False,True,False,True
451,3.1354942159291497,9,0,1,48021.71,0,False,False,True,True,False,False,False,True,False,True
655,4.07753744390572,7,1,0,88958.49,1,True,False,False,True,False,False,True,False,False,True
458,3.6635616461296463,9,1,0,116343.09,0,True,False,False,True,False,False,False,True,False,True
520,3.4965075614664802,4,1,1,166102.61,0,True,False,False,False,True,False,False,True,True,False
624,3.332204510175204,2,0,1,104353.26,0,False,False,True,True,False,False,False,True,False,True
765,3.9318256327243257,3,1,1,115429.32,0,True,False,False,False,True,False,True,False,True,False
667,3.6109179126442243,5,1,0,178106.34,1,False,True,False,True,False,True,False,False,True,False
665,3.713572066704308,8,1,0,132152.32,0,False,False,True,False,True,False,False,True,False,True
709,3.5263605246161616,4,1,1,21521.38,0,False,True,False,False,True,False,False,True,True,False
583,3.784189633918261,8,1,1,27431.62,0,True,False,False,True,False,False,False,True,False,True
782,3.5263605246161616,6,0,1,42143.61,0,False,False,True,False,True,False,True,False,True,False
668,3.1780538303479458,7,0,0,106457.11,1,False,False,True,True,False,False,True,False,True,False
621,3.8501476017100584,0,1,1,133831.37,1,True,False,False,False,True,False,True,False,False,True
579,4.1588830833596715,6,1,1,164083.72,0,False,True,False,True,False,False,True,False,True,False
547,3.6375861597263857,5,0,1,159207.34,0,True,False,False,True,False,False,True,False,True,False
840,3.6635616461296463,1,1,0,84487.62,0,True,False,False,True,False,False,True,False,True,False
667,3.295836866004329,3,1,0,3674.71,0,False,True,False,True,False,False,False,True,True,False
723,3.5263605246161616,5,0,1,12092.03,0,True,False,False,False,True,False,False,True,False,True
487,3.8066624897703196,2,1,0,77475.73,0,True,False,False,False,True,False,False,True,False,True
668,3.4339872044851463,9,0,0,41291.73,0,True,False,False,True,False,False,False,True,False,True
520,3.5263605246161616,8,1,1,343.38,0,False,True,False,False,True,False,False,True,True,False
549,3.6109179126442243,2,0,0,47432.43,0,True,False,False,False,True,False,False,True,True,False
567,3.5553480614894135,5,1,0,127827.18,0,True,False,False,True,False,False,False,True,True,False
720,3.8066624897703196,1,1,1,35633.15,1,True,False,False,True,False,False,False,True,True,False
492,3.8918202981106265,8,1,1,182865.09,1,True,False,False,True,False,False,True,False,False,True
712,3.6109179126442243,1,0,0,169386.81,0,True,False,False,True,False,False,False,True,True,False
689,3.258096538021482,4,0,1,149073.88,0,False,True,False,False,True,False,True,False,True,False
850,4.143134726391533,8,0,0,184107.26,1,True,False,False,False,True,False,True,False,True,False
747,3.713572066704308,5,1,1,22750.17,0,True,False,False,False,True,False,False,True,False,True
469,3.6375861597263857,9,0,0,11950.29,0,False,True,False,False,True,False,True,False,True,False
539,3.6375861597263857,6,1,1,152880.07,1,False,False,True,False,True,False,True,False,False,True
743,3.4657359027997265,9,1,0,175252.78,0,True,False,False,False,True,False,False,True,False,True
707,3.8501476017100584,3,1,0,174303.29,0,True,False,False,False,True,False,False,True,False,True
581,3.912023005428146,4,1,1,80701.72,0,False,False,True,True,False,False,False,True,False,True
737,3.6375861597263857,6,1,0,198516.2,0,False,False,True,False,True,False,False,True,True,False
445,3.6375861597263857,6,1,0,175756.36,0,False,True,False,True,False,False,False,True,True,False
703,3.367295829986474,3,0,1,82824.08,0,False,True,False,True,False,False,True,False,True,False
588,3.5553480614894135,1,1,0,179866.01,1,False,True,False,True,False,False,True,False,True,False
765,3.784189633918261,6,1,1,159899.97,0,True,False,False,False,True,False,False,True,False,True
626,3.4965075614664802,8,1,0,138504.28,0,True,False,False,False,True,False,False,True,False,True
545,3.6109179126442243,9,1,1,127394.67,0,False,True,False,False,True,False,True,False,True,False
744,3.4339872044851463,9,1,1,58961.49,0,True,False,False,False,True,False,True,False,True,False
658,3.4339872044851463,2,1,0,103644.98,1,False,False,True,True,False,False,True,False,True,False
